domain,schema,table,table_purpose,column,data_type,nullable,default,primary_key,unique,references,introduced_by
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,campus_id,uuid,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,term_id,uuid,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,name,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,opens_at,timestamptz,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,closes_at,timestamptz,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,settings_version,integer,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,status,public.record_status,false,'draft',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_periods,Stores enrollment periods records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,program_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,version,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,effective_from,date,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,effective_to,date,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,maximum_load,"numeric(6, 2)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,full_section_behavior,public.full_section_behavior,false,'waitlist',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,allow_section_fallback,boolean,false,TRUE,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,requires_verified_documents,boolean,false,TRUE,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,allow_waitlist_promotion,boolean,false,TRUE,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,policy,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,status,public.record_status,false,'draft',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,enrollment_policies,Stores enrollment policies records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,enrollment_request_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,course_offering_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,preferred_section_id,uuid,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,preference_order,integer,false,1,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,requested_load,"numeric(6, 2)",false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,item_outcome,public.enrollment_outcome,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,assigned_section_id,uuid,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,decision_code,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_request_items,Stores enrollment request items records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,campus_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,student_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,enrollment_period_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,term_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,program_registration_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,correlation_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,idempotency_key,text,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,source_submission_id,text,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,request_payload,jsonb,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,request_hash,text,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,request_status,public.business_request_status,false,'received',false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,final_outcome,public.enrollment_outcome,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,result_payload,jsonb,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollment_requests,Enrollment request envelope and durable outcome.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,id,uuid,false,gen_random_uuid(),true,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,institution_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,campus_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,student_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,program_registration_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,term_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,course_offering_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,section_id,uuid,false,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,enrollment_request_item_id,uuid,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,enrollment_status,text,false,'active',false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,enrolled_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,completed_at,timestamptz,true,,false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Enrollment,public,enrollments,Accepted student-to-section enrollment records.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000400_phase2_students_documents_enrollment.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,grading_policy_id,uuid,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,minimum_score,"numeric(6, 2)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,maximum_score,"numeric(6, 2)",false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,letter_grade,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,grade_point,"numeric(5, 2)",true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,outcome_code,text,false,'pass',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,display_order,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grade_scales,Stores grade scales records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,program_id,uuid,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,name,text,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,version,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,effective_from,date,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,effective_to,date,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,pass_mark,"numeric(6, 2)",false,50,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,calculation_method,jsonb,false,"CAST('{""rounding_scale"":2}' AS jsonb)",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,status,public.record_status,false,'draft',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,created_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,grading_policies,Stores grading policies records for the academic operations model.,updated_by,uuid,true,,false,false,auth.users(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,version,integer,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,effective_from,date,false,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,effective_to,date,true,,false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,template_label,text,false,'Demonstration HEC Enrollment Format',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,configuration,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,status,public.record_status,false,'draft',false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,hec_report_settings,Stores hec report settings records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000300_phase2_academic_configuration_curriculum.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,id,uuid,false,gen_random_uuid(),true,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,institution_id,uuid,false,,false,false,public.institutions(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,version,integer,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,effective_from,date,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,effective_to,date,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,enrollment_policy,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,waitlist_behavior,text,false,'waitlist',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,maximum_credit_load,"numeric(6, 2)",true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,transcript_disclaimer,text,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,transcript_settings,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,hec_report_settings,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,notification_settings,jsonb,false,CAST('{}' AS jsonb),false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,status,public.record_status,false,'draft',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,created_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institution_settings,Versioned institution-wide operational configuration.,updated_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,id,uuid,false,gen_random_uuid(),true,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,code,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,name,text,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,institution_type,public.institution_type,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,academic_model,public.academic_model,false,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,timezone,text,false,'Asia/Karachi',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,logo_url,text,true,,false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,status,public.record_status,false,'active',false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,created_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Institution & configuration,public,institutions,Tenant institution master record and academic-model selection.,updated_by,uuid,true,,false,false,auth.users(id),20260717000100_phase2_foundation_and_tenancy.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,campus_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,marks_batch_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,student_mark_id,uuid,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,requested_by_staff_profile_id,uuid,true,,false,false,public.staff_profiles(id),20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,requested_by_student_id,uuid,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,reason,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,proposed_marks,"numeric(8, 2)",true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,correction_status,public.correction_status,false,'requested',false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,correlation_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,idempotency_key,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,decision_reason,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,decided_by,uuid,true,,false,false,auth.users(id),20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,decided_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,applied_at,timestamptz,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,mark_correction_requests,Stores mark correction requests records for the academic operations model.,updated_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,marks_batch_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,decision,public.approval_decision,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,reason,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,decided_by,uuid,false,,false,false,auth.users(id),20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,decided_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,correlation_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_approval_history,Stores marks approval history records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,marks_batch_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,file_name,text,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,mime_type,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,storage_provider,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,storage_object_id,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,checksum_sha256,text,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,row_count,integer,true,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batch_files,Stores marks batch files records for the academic operations model.,created_at,timestamptz,false,"timezone('utc', now())",false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,id,uuid,false,gen_random_uuid(),true,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,institution_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,campus_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,offering_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
Marks & results,public,marks_batches,Versioned class marks submissions and lifecycle.,section_id,uuid,false,,false,false,,20260717000500_phase2_marks_results.sql
